Symbol,Source,Headline,Impact,Prev_14,Prev_10,Prev_7,Prev_5,Prev_3,Prev_1,Current,1DAY,3DAY,5DAY,7DAY,10DAY,14DAY,Day,Scored
CVS,Alpaca,CVS Health Options Trading: A Deep Dive into Market Sentiment,0,75.08000183105469,78.05999755859375,78.4800033569336,79.31999969482422,79.76000213623047,73.81999969482422,74.13780212402344,,,,,,,Wednesday,LanModel
TSLA,Alpaca,"Baird Maintains Outperform on Tesla, Lowers Price Target to $280",0,169.47999572753906,171.32000732421875,170.8300018310547,177.6699981689453,175.7899932861328,166.6300048828125,168.24859619140625,,,,,,,Wednesday,LanModel
ACHR,Alpaca,Aiming For The Skies: Archer Aviation Reportedly Eyes 2025 Air-Taxi Debut,0,5.139999866485596,4.789999961853027,4.889999866485596,4.789999961853027,4.619999885559082,4.329999923706055,4.489999771118164,,,,,,,Wednesday,LanModel
ZBH,Alpaca,Unveiling 7 Analyst Insights On Zimmer Biomet Holdings,0,126.58999633789062,126.66000366210938,127.19999694824219,127.87000274658203,131.97999572753906,128.47000122070312,130.02000427246094,,,,,,,Wednesday,LanModel
MCK,Alpaca,"If You Invested $1000 In This Stock 10 Years Ago, You Would Have $3,200 Today",0,520.2100219726562,534.3400268554688,532.5700073242188,536.0900268554688,536.8499755859375,533.27001953125,538.7949829101562,,,,,,,Wednesday,LanModel
GXO,Alpaca,"CNBC Halftime Report Final Trades: GXO Logistics, Nasdaq, Thermo Fisher Scientific",0,49.689998626708984,49.61000061035156,50.720001220703125,50.970001220703125,53.7599983215332,51.59000015258789,51.314998626708984,,,,,,,Wednesday,LanModel
SYK,Alpaca,Evaluating Stryker: Insights From 9 Financial Analysts,0,356.8900146484375,356.8900146484375,352.6199951171875,350.3800048828125,357.8699951171875,349.3800048828125,352.2200012207031,,,,,,,Wednesday,LanModel
ASND,Alpaca,Here&#39;s How Much You Would Have Made Owning Ascendis Pharma Stock In The Last 10 Years,0,153.97000122070312,145.3699951171875,145.02000427246094,149.9600067138672,151.1699981689453,146.2899932861328,148.1999969482422,,,,,,,Wednesday,LanModel
KVUE,Alpaca,Beyond The Numbers: 5 Analysts Discuss Kenvue Stock,0,20.40999984741211,20.200000762939453,20.600000381469727,20.93000030517578,21.459999084472656,20.81999969482422,20.28499984741211,,,,,,,Wednesday,LanModel
ELF,Alpaca,16 Analysts Have This To Say About e.l.f. Beauty,0,206.4199981689453,190.6699981689453,205.60000610351562,197.82000732421875,196.02999877929688,185.92999267578125,167.3394012451172,,,,,,,Wednesday,LanModel
NVRO,Alpaca,Where Nevro Stands With Analysts,0,14.34000015258789,13.880000114440918,13.5600004196167,13.569999694824219,14.4399995803833,12.729999542236328,13.140000343322754,,,,,,,Wednesday,LanModel
FWRD,Alpaca,The Analyst Landscape: 4 Takes On Forward Air,0,29.5,27.1299991607666,29.149999618530273,29.149999618530273,31.110000610351562,27.420000076293945,27.996299743652344,,,,,,,Wednesday,LanModel
DIS,Alpaca,Walt Disney&#39;s Annual Shareholder Meeting Begins,0,112.5,114.51000213623047,115.87000274658203,119.93000030517578,122.36000061035156,122.81999969482422,121.97000122070312,,,,,,,Wednesday,LanModel
COP,Alpaca,"Crude Oil Climbs To 5-Month High In Q1, Analysts Expect High Prices To Persist In Q2",0,117.55000305175781,122.0199966430664,123.02999877929688,125.98999786376953,127.27999877929688,130.6699981689453,131.4499969482422,,,,,,,Wednesday,LanModel
AAPL,Alpaca,"OpenAI Posts On X &#34;You Can Now Edit DALL·E Images In ChatGPT Across Web, iOS, And Android&#34;",0,171.1300048828125,176.0800018310547,172.27999877929688,169.7100067138672,171.47999572753906,168.83999633789062,170.23500061035156,,,,,,,Wednesday,LanModel
ARKB,Alpaca,"Bitcoin ETFs Notch $39M Net Inflows On Tuesday, But One Fund  Stumbles",0,73.61000061035156,64.41000366210938,64.0,69.52999877929688,70.9800033569336,65.97000122070312,66.23999786376953,,,,,,,Wednesday,LanModel
MU,Alpaca,Micron shares are trading higher as the stock rebounds following Tuesday&#39;s tech dip.,0,94.16000366210938,94.0,110.20999908447266,118.80000305175781,117.88999938964844,122.75,127.1500015258789,,,,,,,Wednesday,LanModel
JZXN,Alpaca,What&#39;s Going On With Chinese New Energy Vehicle Dealer Jiuzi Holdings Shares Today?,0,2.1600000858306885,2.640000104904175,2.819999933242798,3.0,3.490000009536743,3.75,4.679999828338623,,,,,,,Wednesday,LanModel
BAC,Alpaca,"Big Banks To Report Q1 Earnings: Analyst Prefers Bank Of America, &#39;Citi Likely To Lag&#39;",0,36.08000183105469,36.029998779296875,37.04999923706055,37.09000015258789,37.91999816894531,37.29999923706055,37.52000045776367,,,,,,,Wednesday,LanModel
ASTS,Alpaca,"Deutsche Bank Maintains Buy on AST SpaceMobile, Lowers Price Target to $19",0,3.0999999046325684,2.859999895095825,2.759999990463257,2.809999942779541,2.9000000953674316,2.009999990463257,2.244999885559082,,,,,,,Wednesday,LanModel
EWJ,Alpaca,&#39;Japan Eyes Hydrogen Production Using Next-gen Nuclear Reactor; Japanese Government Plans To Start Field Testing Clean Hydrogen Production Using Nuclear Power As Soon As 2028&#39; - Nikkei Asia,0,69.37000274658203,70.91999816894531,71.81999969482422,71.30000305175781,71.3499984741211,69.91999816894531,70.38500213623047,,,,,,,Wednesday,LanModel
GE,Alpaca,"Deutsche Bank Maintains Buy on GE Aero, Lowers Price Target to $190",0,135.8020782470703,138.43576049804688,139.78451538085938,138.50758361816406,140.08778381347656,136.47000122070312,146.84500122070312,,,,,,,Wednesday,LanModel
DIS,Alpaca,Walt Disney Shareholders Vote To Re-Elect All 12 Company Nominees To Board Of Directors,0,112.5,114.51000213623047,115.87000274658203,119.93000030517578,122.36000061035156,122.81999969482422,121.86000061035156,,,,,,,Wednesday,LanModel
TSLA,Alpaca,"Deutsche Bank Maintains Buy on Tesla, Lowers Price Target to $189",0,169.47999572753906,171.32000732421875,170.8300018310547,177.6699981689453,175.7899932861328,166.6300048828125,168.1300048828125,,,,,,,Wednesday,LanModel
DIS,Alpaca,Disney Says Appears That Disney&#39;s Full Slate Of 12 Directors Has Been Elected By A Substantial Margin Over Nominees Of Trian And Blackwells,0,112.5,114.51000213623047,115.87000274658203,119.93000030517578,122.36000061035156,122.81999969482422,121.7699966430664,,,,,,,Wednesday,LanModel
BAC,Alpaca,"Big Banks To Report Q1 Earnings: Analyst Prefers Bank Of America, &#39;Citi Likely To Lag&#39;",0,36.08000183105469,36.029998779296875,37.04999923706055,37.09000015258789,37.91999816894531,37.29999923706055,37.51499938964844,,,,,,,Wednesday,LanModel
RIVN,Alpaca,"Tesla Launches 0% Interest Financing in China, Aims to Reverse Deliveries Decline",0,11.710000038146973,11.260000228881836,10.800000190734863,10.520000457763672,10.949999809265137,10.510000228881836,10.637200355529785,,,,,,,Wednesday,LanModel
DIS,Alpaca,"Trian Comments On Preliminary Results Of Disney Annual Meeting, Says &#34;While We Are Disappointed With The Outcome Of This Proxy Contest, Trian Greatly Appreciates All Of The Support And Dialogue We Have Had With Disney Stakeholders.&#34;",0,112.5,114.51000213623047,115.87000274658203,119.93000030517578,122.36000061035156,122.81999969482422,121.20999908447266,,,,,,,Wednesday,LanModel
DJT,Alpaca,&#39;Two Florida Men Plead Guilty To Insider Trading Charges Related To Taking Trump Media Firm Public&#39; - The Washington Post,0,40.189998626708984,36.41999816894531,36.939998626708984,57.9900016784668,61.959999084472656,51.599998474121094,49.875,,,,,,,Wednesday,LanModel
PAYC,Alpaca,Peering Into Paycom Software&#39;s Recent Short Interest,0,188.25,189.5800018310547,192.47000122070312,190.60000610351562,199.00999450683594,197.6699981689453,197.25999450683594,,,,,,,Wednesday,LanModel
LDOS,Alpaca,Here&#39;s How Much $100 Invested In Leidos Holdings 10 Years Ago Would Be Worth Today,0,128.07000732421875,127.87999725341797,129.13999938964844,129.36000061035156,131.08999633789062,128.9499969482422,129.36000061035156,,,,,,,Wednesday,LanModel
AMT,Alpaca,Here&#39;s How Much $100 Invested In American Tower 20 Years Ago Would Be Worth Today,0,202.35000610351562,196.6300048828125,192.7899932861328,194.10000610351562,197.58999633789062,192.17999267578125,191.33999633789062,,,,,,,Wednesday,LanModel
LGIH,Alpaca,Peering Into LGI Homes&#39;s Recent Short Interest,0,112.83999633789062,109.69999694824219,113.8499984741211,112.66000366210938,116.37000274658203,105.36000061035156,107.42500305175781,,,,,,,Wednesday,LanModel
COTY,Alpaca,Why Ulta Beauty Shares Are Falling Today,0,12.609999656677246,11.920000076293945,11.779999732971191,11.649999618530273,11.960000038146973,11.619999885559082,11.069999694824219,,,,,,,Wednesday,LanModel
LLY,Alpaca,"Novo Nordisk&#39;s Popular Diabetes Drug Ozempic Starter Kits Face Extended Shortages in Germany, Faces Biosimilar Threat In China",0,757.8400268554688,772.780029296875,770.6099853515625,774.9000244140625,777.9600219726562,763.9600219726562,775.9152221679688,,,,,,,Wednesday,LanModel
SLVYY,Alpaca,Watching Solvay BA Shares; David Einhorn Names Stock As New Pick,0,2.630000114440918,2.5299999713897705,2.5899999141693115,2.5299999713897705,2.640000104904175,2.740000009536743,2.7200000286102295,,,,,,,Wednesday,LanModel
CASA,Alpaca,Why Casa Systems Shares Are Tumbling Today,0,0.3569999933242798,0.29100000858306885,0.33399999141693115,0.30300000309944153,0.27399998903274536,0.257999986410141,0.04919999837875366,,,,,,,Wednesday,LanModel
ADPT,Alpaca,Adaptive Biotechnologies Names New CFO Preserves Strong Capital Position,0,3.4100000858306885,3.2699999809265137,3.240000009536743,2.880000114440918,3.2100000381469727,2.9800000190734863,2.694999933242798,,,,,,,Wednesday,LanModel
BRLXF,Alpaca,"National Bank Financial Inc Maintains Outperform on Boralex, Lowers Price Target to $39",0,21.489999771118164,21.649999618530273,20.90999984741211,20.780000686645508,20.780000686645508,20.969999313354492,21.0,,,,,,,Wednesday,LanModel
HUBS,Alpaca,This Is What Whales Are Betting On HubSpot,0,625.0,612.7100219726562,621.75,632.030029296875,626.5599975585938,609.969970703125,628.969970703125,,,,,,,Wednesday,LanModel
INGXF,Alpaca,"National Bank Financial Inc Maintains Outperform on Innergex Renewable Energy, Lowers Price Target to $15",0,6.159999847412109,5.889999866485596,5.869999885559082,5.690000057220459,5.940000057220459,5.820000171661377,,,,,,,,Wednesday,LanModel
NPIFF,Alpaca,"National Bank Financial Inc Maintains Outperform on Northland Power, Lowers Price Target to $32",0,16.899999618530273,16.420000076293945,16.610000610351562,16.1200008392334,16.270000457763672,16.739999771118164,16.860000610351562,,,,,,,Wednesday,LanModel
CRM,Alpaca,"Salesforce Selects Ironclad As Contract Lifecycle Management Platform, Promising Streamlined Processes And Enhanced Insights",0,304.67999267578125,301.45001220703125,307.7699890136719,305.8299865722656,301.17999267578125,304.0,306.010009765625,,,,,,,Wednesday,LanModel
GS,Alpaca,Why Goldman Sachs Stays Out Of The Crypto Craze: &#39;We Do Not Think It Is An Investment Asset Class&#39;,0,392.30999755859375,388.6600036621094,406.82000732421875,406.17999267578125,417.69000244140625,410.1499938964844,414.95001220703125,,,,,,,Wednesday,LanModel
CLNE,Alpaca,"Raymond James Maintains Strong Buy on Clean Energy Fuels, Lowers Price Target to $5",0,2.5799999237060547,2.5299999713897705,2.4600000381469727,2.4700000286102295,2.680000066757202,2.5199999809265137,2.484999895095825,,,,,,,Wednesday,LanModel
AMRC,Alpaca,"Raymond James Maintains Outperform on Ameresco, Lowers Price Target to $35",0,20.610000610351562,19.940000534057617,19.739999771118164,20.610000610351562,24.1299991607666,23.860000610351562,23.530000686645508,,,,,,,Wednesday,LanModel
MAXN,Alpaca,"Raymond James Maintains Outperform on Maxeon Solar Technologies, Lowers Price Target to $8",0,3.140000104904175,2.9600000381469727,3.0999999046325684,2.859999895095825,3.3299999237060547,2.9000000953674316,2.890000104904175,,,,,,,Wednesday,LanModel
NEP,Alpaca,"Raymond James Maintains Outperform on NextEra Energy Partners, Lowers Price Target to $45",0,28.989999771118164,27.260000228881836,28.260000228881836,27.90999984741211,30.079999923706055,29.190000534057617,28.829999923706055,,,,,,,Wednesday,LanModel
BMRN,Alpaca,Looking Into Biomarin Pharmaceutical&#39;s Recent Short Interest,0,84.7699966430664,85.2699966430664,85.12999725341797,87.73999786376953,87.33999633789062,86.80000305175781,87.38999938964844,,,,,,,Wednesday,LanModel
CYTK,Alpaca,$100 Invested In Cytokinetics 5 Years Ago Would Be Worth This Much Today,0,64.62999725341797,67.58999633789062,67.41999816894531,71.1500015258789,70.11000061035156,70.97000122070312,71.16999816894531,,,,,,,Wednesday,LanModel
SLM,Alpaca,Forecasting The Future: 4 Analyst Projections For SLM,0,21.09000015258789,20.639999389648438,21.360000610351562,21.139999389648438,21.790000915527344,21.15999984741211,21.520000457763672,,,,,,,Wednesday,LanModel
MCD,Alpaca,Here&#39;s How Much You Would Have Made Owning McDonald&#39;s Stock In The Last 20 Years,0,282.8599853515625,282.8699951171875,282.6300048828125,278.6199951171875,281.95001220703125,277.739990234375,276.8500061035156,,,,,,,Wednesday,LanModel
SATS,Alpaca,A Closer Look at 5 Analyst Recommendations For EchoStar,0,15.460000038146973,12.729999542236328,13.829999923706055,12.949999809265137,14.25,13.039999961853027,13.454999923706055,,,,,,,Wednesday,LanModel
LUNG,Alpaca,Navigating 6 Analyst Ratings For Pulmonx,0,8.779999732971191,9.319999694824219,9.210000038146973,8.989999771118164,9.270000457763672,8.510000228881836,8.100000381469727,,,,,,,Wednesday,LanModel
AMRC,Alpaca,4 Analysts Assess Ameresco: What You Need To Know,0,20.610000610351562,19.940000534057617,19.739999771118164,20.610000610351562,24.1299991607666,23.860000610351562,23.450000762939453,,,,,,,Wednesday,LanModel
PG,Alpaca,Deep Dive Into Procter &amp; Gamble Stock: Analyst Perspectives (12 Ratings),0,162.3000030517578,161.8300018310547,161.66000366210938,160.5500030517578,162.25,160.57000732421875,156.6699981689453,,,,,,,Wednesday,LanModel
WT,Alpaca,Critical Insights From WisdomTree Analyst Ratings: What You Need To Know,0,8.5600004196167,8.949999809265137,8.819999694824219,8.84000015258789,9.1899995803833,9.039999961853027,9.604999542236328,,,,,,,Wednesday,LanModel
CWK,Alpaca,"Raymond James Downgrades Cushman &amp; Wakefield to Outperform, Maintains $13 Price Target",0,9.75,9.6899995803833,9.989999771118164,10.039999961853027,10.460000038146973,10.069999694824219,10.335000038146973,,,,,,,Wednesday,LanModel
ULTA,Alpaca,"Raymond James Maintains Strong Buy on Ulta Beauty, Lowers Price Target to $610",0,567.1799926757812,529.0800170898438,520.3699951171875,514.3400268554688,522.8800048828125,519.6799926757812,441.7478942871094,,,,,,,Wednesday,LanModel
AMZN,Alpaca,"Amazon Adapts Grocery Game Plan, Analyst Sees Growth with Smart Carts and Automated Fulfillment Centers",0,176.55999755859375,175.89999389648438,178.8699951171875,178.3000030517578,180.3800048828125,180.69000244140625,182.6649932861328,,,,,,,Wednesday,LanModel
ETN,Alpaca,What the Options Market Tells Us About Eaton Corp,0,300.239990234375,302.9599914550781,316.5799865722656,312.0799865722656,312.67999267578125,314.75,321.5,,,,,,,Wednesday,LanModel
ANET,Alpaca,Market Whales and Their Recent Bets on ANET Options,0,280.7099914550781,286.9200134277344,306.4200134277344,297.8299865722656,289.9800109863281,290.8500061035156,300.88250732421875,,,,,,,Wednesday,LanModel
PP,Alpaca,"Tesla Struggles with Delivery Goals and AI Tech Expectations, Analysts Adjust Financial Forecasts",0,26.764999389648438,26.420000076293945,26.972999572753906,26.900999069213867,27.1200008392334,26.81999969482422,26.75,,,,,,,Wednesday,LanModel
GLNCY,Alpaca,Norway&#39;s Sovereign Wealth Fund Contemplates Rio Tinto Divestment,0,10.710000038146973,10.609999656677246,10.729999542236328,10.630000114440918,10.949999809265137,11.300000190734863,11.555000305175781,,,,,,,Wednesday,LanModel
TXT,Alpaca,"$1000 Invested In This Stock 15 Years Ago Would Be Worth $10,000 Today",0,92.19999694824219,94.13999938964844,95.8499984741211,95.95999908447266,95.93000030517578,94.12999725341797,94.51300048828125,,,,,,,Wednesday,LanModel
VST,Alpaca,$100 Invested In This Stock 5 Years Ago Would Be Worth $300 Today,0,61.15999984741211,63.68000030517578,69.08999633789062,67.88999938964844,69.6500015258789,71.1500015258789,74.0,,,,,,,Wednesday,LanModel
GIL,Alpaca,&#39;Gildan sets April 10 deadline for initial takeover offers&#39; -The Globe And Mail,0,35.119998931884766,37.220001220703125,37.43000030517578,36.65999984741211,37.130001068115234,36.560001373291016,37.29999923706055,,,,,,,Wednesday,LanModel
SOUN,Alpaca,A Closer Look at SoundHound AI&#39;s Options Market Dynamics,0,8.649999618530273,8.329999923706055,6.139999866485596,5.809999942779541,5.889999866485596,5.380000114440918,5.15500020980835,,,,,,,Wednesday,LanModel
MO,Alpaca,Altria Group Unusual Options Activity For April 03,0,43.349998474121094,44.630001068115234,42.97999954223633,43.119998931884766,43.619998931884766,42.93000030517578,42.30500030517578,,,,,,,Wednesday,LanModel
PAYX,Alpaca,"B of A Securities Maintains Underperform on Paychex, Raises Price Target to $111",0,122.12999725341797,121.04000091552734,120.83999633789062,119.58000183105469,122.80000305175781,122.08000183105469,120.91999816894531,,,,,,,Wednesday,LanModel
AAPL,Alpaca,Semiconductor Supply Chain Fears: Counting The Cost Of Taiwan&#39;s Earthquake,0,171.1300048828125,176.0800018310547,172.27999877929688,169.7100067138672,171.47999572753906,168.83999633789062,170.3350067138672,,,,,,,Wednesday,LanModel
TEAM,Alpaca,Atlassian Unusual Options Activity For April 03,0,207.72999572753906,196.42999267578125,192.52999877929688,192.0,195.11000061035156,196.02000427246094,196.22999572753906,,,,,,,Wednesday,LanModel
BIDU,Alpaca,Here&#39;s How Much $100 Invested In Baidu 15 Years Ago Would Be Worth Today,0,107.88999938964844,104.16999816894531,102.18000030517578,103.66000366210938,105.27999877929688,108.52999877929688,108.1449966430664,,,,,,,Wednesday,LanModel
H,Alpaca,$1000 Invested In Hyatt Hotels 5 Years Ago Would Be Worth This Much Today,0,157.02000427246094,157.11000061035156,159.14999389648438,159.32000732421875,159.6199951171875,155.47000122070312,157.38999938964844,,,,,,,Wednesday,LanModel
ARKK,Alpaca,"Cathie Wood Says Tesla Is &#39;Biggest AI Project&#39; In World, Sees Convergence Of 3 Key Technologies Driving Stock To $2,000",0,50.36000061035156,48.5099983215332,49.40999984741211,50.029998779296875,50.08000183105469,47.779998779296875,48.02000045776367,,,,,,,Wednesday,LanModel
EXK,Alpaca,Shares of precious metals stocks are trading higher amid recent strength in gold and silver prices.,0,2.1500000953674316,2.049999952316284,2.180000066757202,2.130000114440918,2.4100000858306885,2.5899999141693115,2.7799999713897705,,,,,,,Wednesday,LanModel
PSX,Alpaca,What the Options Market Tells Us About Phillips 66,0,154.47000122070312,156.99000549316406,159.4499969482422,156.60000610351562,163.33999633789062,169.49000549316406,173.14999389648438,,,,,,,Wednesday,LanModel
TGT,Alpaca,Looking At Target&#39;s Recent Unusual Options Activity,0,166.6699981689453,168.2100067138672,168.6300048828125,172.63999938964844,177.2100067138672,176.24000549316406,175.52000427246094,,,,,,,Wednesday,LanModel
M,Alpaca,Unpacking the Latest Options Trading Trends in Macy&#39;s,0,20.950000762939453,21.540000915527344,20.25,19.079999923706055,19.989999771118164,19.059999465942383,18.854999542236328,,,,,,,Wednesday,LanModel
AAPL,Alpaca,&#39;Apple Explores Home Robotics As Potential &#39;Next Big Thing&#39; After Car Fizzles; The Company Has Teams Working On Automated Home Devices; The Search Is On For New Growth Sources After EV Gets Nixed&#39; - Bloomberg,0,171.1300048828125,176.0800018310547,172.27999877929688,169.7100067138672,171.47999572753906,168.83999633789062,169.60989379882812,,,,,,,Wednesday,LanModel
AAPL,Alpaca,Engineers At Apple Have Been Exploring A Mobile Robot That Can Follow Users Around Their Homes,0,171.1300048828125,176.0800018310547,172.27999877929688,169.7100067138672,171.47999572753906,168.83999633789062,169.63999938964844,,,,,,,Wednesday,LanModel
AAPL,Alpaca,&#39;Apple Explores Home Robotics As Potential &#39;Next Big Thing&#39; After Car Fizzles; The Company Has Teams Working On Automated Home Devices; The Search Is On For New Growth Sources After EV Gets Nixed&#39; - Bloomberg,0,171.1300048828125,176.0800018310547,172.27999877929688,169.7100067138672,171.47999572753906,168.83999633789062,169.60000610351562,,,,,,,Wednesday,LanModel
PARA,Alpaca,"Redstone, Skydance Strike Tentative Deal For Paramount Stake",0,11.680000305175781,11.1899995803833,11.25,11.369999885559082,11.770000457763672,11.760000228881836,11.734999656677246,,,,,,,Wednesday,LanModel
GME,Alpaca,Here&#39;s How Much $100 Invested In GameStop 5 Years Ago Would Be Worth Today,0,14.869999885559082,13.40999984741211,13.100000381469727,15.5,12.520000457763672,11.279999732971191,11.390000343322754,,,,,,,Wednesday,LanModel
X,Alpaca,"If You Invested $1000 In This Stock 5 Years Ago, You Would Have $2,100 Today",0,40.86000061035156,39.75,39.65999984741211,40.689998626708984,40.779998779296875,41.400001525878906,41.880001068115234,,,,,,,Wednesday,LanModel
PARA,Alpaca,"&#39;Redstone, Skydance Strike Tentative Deal For Paramount Stake; Redstone Is The Controlling Shareholder Of Paramount; Ellison&#39;s Skydance Has Partnered With Paramount On Films&#39; - Bloomberg News",0,11.680000305175781,11.1899995803833,11.25,11.369999885559082,11.770000457763672,11.760000228881836,11.762800216674805,,,,,,,Wednesday,LanModel
ABUS,Alpaca,Arbutus Stock Soars 20% After Court Rules Against Moderna In Covid Vaccine Patent Claim,0,2.700000047683716,2.5,2.5,2.490000009536743,2.5799999237060547,2.5199999809265137,2.884999990463257,,,,,,,Wednesday,LanModel
ABUS,Alpaca,Arbutus Stock Soars 20% After Court Rules Against Moderna In Covid Vaccine Patent Claim,0,2.700000047683716,2.5,2.5,2.490000009536743,2.5799999237060547,2.5199999809265137,2.9186999797821045,,,,,,,Wednesday,LanModel
